Quantity,Name,Tags,Scryfall ID,Mana Value,Colors,Identities,Mana cost,Types,Sub-types,Super-types,Scryfall Oracle ID
1,Arni Brokenbrow,,ff334bba-0805-4d5d-86c4-99185fe9a77a,3,Red,Red,{2}{R},Creature,"Human,Berserker",Legendary,3dce6c6c-599f-4e35-ae15-728c5e78dee1
1,Arni Metalbrow,,aeb3069f-5f5a-4e11-8a63-46399eb85a95,3,Red,Red,{2}{R},Creature,"Human,Berserker",Legendary,d799e58a-0032-4df8-a77f-0d824ec15214
1,"Arnyn, Deathbloom Botanist",,6168b472-0930-4db5-9920-407340b99050,3,Black,Black,{2}{B},Creature,"Vampire,Druid",Legendary,3debd5c7-da3c-4130-8ed9-e156e10034b6
1,Arrester's Zeal,,f501024b-79e8-48f8-8102-38d3e439dc64,1,White,White,{W},Instant,,,6b70af46-ff27-4eec-9692-248b06248de6
1,Artful Takedown,,4c9e8f24-af62-4d13-bfed-a8b3294b64c3,4,"Black,Blue","Blue,Black",{2}{U}{B},Instant,,,edc193bf-2987-4c7b-9cf3-69089ff13764
1,Ascendant Packleader,,142c5b67-5de9-41da-b57f-7ce771457a3e,1,Green,Green,{G},Creature,Wolf,,7e81853c-d0c0-40bc-80fc-13a5964878b2
1,Ash Barrens,,78a90148-5ed9-42db-a64f-4735676d82e3,0,,,,Land,,,58257464-278e-45fa-8e0b-bcd9a7500bc1
1,Ashenmoor Liege,,3bac7744-ba18-4fc5-8a6f-840dad28f6c0,4,"Red,Black","Black,Red",{1}{B/R}{B/R}{B/R},Creature,"Knight,Elemental",,f779754a-3de9-4621-b190-cf32949da0e8
1,Ashnod's Altar,,cdcccb0f-ce96-453b-9e82-41d87f52e58b,3,,,{3},Artifact,,,4d18bcba-a346-445e-a182-6cc30b7e066d
1,Asmodeus the Archfiend,,a5e6b864-58e7-43b9-9d79-1d0361340960,6,Black,Black,{4}{B}{B},Creature,"Devil,God",Legendary,1e4032f6-9741-4845-9325-781c9e489172
1,Aspect of Hydra,,19353629-07be-47e2-a7d5-3a5e5e1120c8,1,Green,Green,{G},Instant,,,d1580692-ca1c-4682-8cad-7ad380b39454
1,Assassin's Trophy,,def90432-6d13-4d28-aa27-f75dd26456bb,2,"Green,Black","Black,Green",{B}{G},Instant,,,ac10d218-f9a6-4058-9cda-a15ca1b0b7b5
1,Assemble the Legion,,43675ed7-ece1-4414-965e-9ebadcbf3dfb,5,"White,Red","White,Red",{3}{R}{W},Enchantment,,,6f81bef3-6ca0-4cf4-aa99-7b2813eeef04
1,Astelli Reclaimer,,4fb36405-cd28-432f-b0a4-e74ff8be928d,5,White,White,{3}{W}{W},Creature,"Warrior,Angel",,bb956492-e3ed-483a-9169-5b795a8e619e
1,Atraxa's Fall,,e08ed414-77bf-402a-82a8-9d4e1bd627a1,2,Green,Green,{1}{G},Sorcery,,,22677153-bd87-4ff8-af92-ced4da2aac6c
1,Attended Socialite,,8bccccf9-3ee5-4485-ae01-4dcbad989d18,2,Green,Green,{1}{G},Creature,"Elf,Druid",,5f7c6fa9-4208-4dc8-a75b-9586200d8e19
1,Attentive Sunscribe,,ad1a0159-7f00-429c-9318-b028b1e03ba8,2,White,White,{1}{W},"Creature,Artifact",Gnome,,0f85714b-e731-45a3-aa65-8cd59cd48280
2,Attercop,,81263d5d-e402-4813-9458-161112da27ab,2,Green,Green,{1}{G},Creature,Spider,,45d652c4-188e-4f00-acdd-1be014922cbc
1,Audacity,,40b0813a-38cf-4a07-81d6-91d24af8b549,1,Green,Green,{G},Enchantment,Aura,,4eb8d877-ee46-4bbe-99da-fee9e238ca58
1,Augmenter Pugilist // Echoing Equation,,d9131fc3-018a-4975-8795-47be3956160d,3,"Green,Blue","Blue,Green",,Creature,"Druid,Troll",,9110339d-72ba-4132-801f-cd2fd738b71d
1,Aunt May,,ad96343b-baac-428c-8270-fcffbbbe9fb8,1,White,White,{W},Creature,"Human,Citizen",Legendary,bdb769b5-c861-4ec1-ad6b-e2a56ca05fd1
1,Auramancer,,090dd4cf-5087-4ed8-a944-f3794e5862d5,3,White,White,{2}{W},Creature,"Human,Wizard",,bd5eb181-6a69-4dc2-93a0-fa000291bc3d
1,"Aurelia, the Warleader",,ef2efb63-2bc4-4808-9ded-ba93d89dedea,6,"White,Red","White,Red",{2}{R}{R}{W}{W},Creature,Angel,Legendary,0f5a3a09-2f07-4774-9e0f-e99d9a444166
1,Auroral Procession,,672f94ad-65d6-4c7d-925d-165ef264626f,2,"Green,Blue","Blue,Green",{G}{U},Instant,,,511d3de9-076b-4811-bddf-00623f98993f
1,Auspicious Arrival,,5180c85c-6add-4066-83c4-27fb1fd4de16,2,White,White,{1}{W},Instant,,,b25d5b06-44cf-42bc-90dd-3b238f702361
1,Austere Command,,cf1f630e-8b55-4f5a-a7f2-3161801de767,6,White,White,{4}{W}{W},Sorcery,,,09cc8709-fe10-472a-b05c-e89f3523018d
1,Authority of the Consuls,,42ce2d7f-5924-47c0-b5ed-dacf9f9617a0,1,White,White,{W},Enchantment,,,55f3c721-e13a-406e-bc8e-d6cdc91ac477
1,Avacyn's Pilgrim,,e9600bdc-6a1b-4f7a-aa7d-538fb89df937,1,Green,"White,Green",{G},Creature,"Human,Monk",,069f6530-e65c-4d52-85f3-e0a2acd148c5
1,"Avatar Aang // Aang, Master of Elements",,fe29e909-50e9-4f04-b1a3-2cc5d7e3efe8,4,"White,Green,Red,Blue","White,Blue,Black,Red,Green",,Creature,"Human,Avatar,Ally",Legendary,b4872bac-5822-4c35-9b73-38c4e3ffa477
1,Avatar Enthusiasts,,7292e5f2-d5a1-4e39-8f75-eba471819f04,3,White,White,{2}{W},Creature,"Human,Ally,Peasant",,7b0d9d79-2e86-4079-8db3-500483c8807e
2,Avatar Enthusiasts,,7292e5f2-d5a1-4e39-8f75-eba471819f04,3,White,White,{2}{W},Creature,"Human,Ally,Peasant",,7b0d9d79-2e86-4079-8db3-500483c8807e
1,Avatar of Slaughter,,f2e0978f-8577-443b-9f7d-59f439510d78,8,Red,Red,{6}{R}{R},Creature,Avatar,,2fc6305e-e75e-478a-826b-49f655ed832c
1,Avenger of Zendikar,,6a971200-0d89-45e2-8c1e-fb087642f7dc,7,Green,Green,{5}{G}{G},Creature,Elemental,,4ba5b3f6-503b-43e6-b66e-4f8c55cffed7
2,Aven Wind Mage,,1b12dfc1-81f2-44b2-baa2-73cc21363978,3,Blue,Blue,{2}{U},Creature,"Wizard,Bird",,ad5f9a18-89a5-4bcb-9cd7-5399ffd252d3
1,Awakening Zone,,bae2f694-a4e1-4cfd-a0bf-07aaf27886a6,3,Green,Green,{2}{G},Enchantment,,,f955bc96-d602-4142-a9a2-87009cc7028c
2,Awaken the Sleeper,,3b92f866-2522-4f2a-a5ca-7d01ad79b927,4,Red,Red,{3}{R},Sorcery,,,d4df1710-7402-45a7-966f-b51ddc087fbe
4,Axgard Cavalry,,2411c341-a470-4484-9248-7c1d3ca12978,2,Red,Red,{1}{R},Creature,"Berserker,Dwarf",,6a92b011-fd01-4b6a-a17c-73ac1967ff98
1,Azorius Arrester,,ff6ce02a-5e1e-4c7a-8bf6-97d9d2f9db92,2,White,White,{1}{W},Creature,"Human,Soldier",,3f2a27a1-f9cf-4dac-a248-5c6af4de3722
1,Azorius Chancery,,86fc4096-5a24-4092-8982-3eb4b0150cd2,0,,"White,Blue",,Land,,,189fc8f4-17ac-4f1d-82c8-8401445bdaf4
1,Azorius Chancery,,4ccd100d-3a53-4cfe-8d38-639573547f54,0,,"White,Blue",,Land,,,189fc8f4-17ac-4f1d-82c8-8401445bdaf4
1,Azorius Guildgate,,93cf5412-c711-41b4-ab3b-7788a0a22228,0,,"White,Blue",,Land,Gate,,ad1712d8-809f-410c-8b91-ffe6fb8a69a1
1,Azorius Justiciar,,f029e69e-3c74-42b9-b634-1263f25481b4,4,White,White,{2}{W}{W},Creature,"Human,Wizard",,cba0eae3-73ea-4ea9-87bf-1015e490da90
1,Azorius Signet,,d91a527d-51f1-4fb1-9016-fc923fd43a6a,2,,"White,Blue",{2},Artifact,,,e018773f-95b3-49a3-9674-6f04ddef2092
1,Azula Always Lies,,416b9207-a2af-44d1-9b87-4943f6e46d42,2,Black,Black,{1}{B},Instant,Lesson,,f56c6c35-d09b-4bee-a685-98e9afed13d1
1,"Azula, Cunning Usurper",,daf30e1c-436d-4f23-b1d2-570619a4b7f5,5,"Black,Blue","Blue,Black",{2}{U}{B}{B},Creature,"Human,Rogue,Noble",Legendary,7c9e351d-2e6c-4050-9c3d-b15bb9255a4d
1,"Azula, On the Hunt",,1335a145-248a-4f1e-8760-9a5d531e14e3,4,Black,Black,{3}{B},Creature,"Human,Noble",Legendary,89f96032-5cba-404d-82b0-38d2be963e4b
2,Azusa's Many Journeys // Likeness of the Seeker,,e8a51d2a-1582-4bad-995c-e7fe9f810149,2,Green,Green,,Enchantment,Saga,,02c60b8b-f665-4279-a00f-ae03991df4a6
1,Back for Seconds,,660845b5-96fa-4484-822b-aa0508801306,3,Black,Black,{2}{B},Sorcery,,,ee3d21b9-58b4-480c-bae3-26de50f1a5c6
3,Backup Agent,,2a46af75-3880-4141-b26e-19834d67e7a8,2,White,White,{1}{W},Creature,"Human,Citizen",,df9a3fe0-aca8-4adb-9ef6-45616025925b
1,Badgermole,,aabbd420-b7fc-496f-9168-bad823d51d9e,5,Green,Green,{4}{G},Creature,"Mole,Badger",,2084a7f6-226b-4fb4-a30e-703f674d33b4
2,Bag End Porter,,b7557170-39a2-49df-823e-958c3eb34801,4,Green,Green,{3}{G},Creature,Dwarf,,b80473f7-f1d4-4aa3-988e-1a8610ffbeee
1,"Baird, Argivian Recruiter",,1f643d78-d8d8-4645-9357-a68ebd0d3517,2,"White,Red","White,Red",{R}{W},Creature,"Human,Soldier",Legendary,1d078108-f88c-4a32-a28f-bae5182b2f53
1,Balefire Liege,,6f236f33-f6d2-4b07-a69d-42165670bd45,5,"White,Red","White,Red",{2}{R/W}{R/W}{R/W},Creature,"Spirit,Horror",,ee35ed62-d5a2-4e65-a7eb-fcdcb3665532
2,Baleful Eidolon,,853a89c6-63f9-4b12-8a5b-2c382e22b226,2,Black,Black,{1}{B},"Creature,Enchantment",Spirit,,0930a976-f69e-44a8-8b19-72095f20ed13
1,"Balmor, Battlemage Captain",,25e3ba0f-0879-4eea-9911-14b874f039b3,2,"Red,Blue","Blue,Red",{U}{R},Creature,"Wizard,Bird",Legendary,7da19fc5-cb85-4ec7-beea-95210378bbfe
1,Banefire,,6d418362-aa0c-4e42-b473-f266ec3d0a25,1,Red,Red,{X}{R},Sorcery,,,5eff8a06-e0d6-435a-a7c0-db9f9d98636a
4,Banishing Knack,,371a769a-ddae-47f6-b2c2-957de5c18417,1,Blue,Blue,{U},Instant,,,6f23621e-eceb-402e-a8d3-8e2b734762b3
2,Banishing Light,,961b1464-928e-41b9-bc73-c47df94e0e8e,3,White,White,{2}{W},Enchantment,,,f28b21a6-f7ce-437a-8c5b-0423cb55cefb
1,Bankrupt in Blood,,e635c433-0398-442a-856e-1869f6bf2cfd,2,Black,Black,{1}{B},Sorcery,,,10a66403-606d-4814-9583-50cdcd6976e0
1,Banquet Guests,,f4994a52-667f-46cf-9893-2f18b1f8bea2,2,"White,Green","White,Green",{X}{G}{W},Creature,"Citizen,Halfling",,7f2579ef-0422-4cb1-a0f8-6ad0d942515b
2,"Baral, Chief of Compliance",,a103a725-4750-4d9e-8792-6fbbb81bba0e,2,Blue,Blue,{1}{U},Creature,"Human,Wizard",Legendary,baf80db7-2ca8-4bfc-b5b6-25ed51878dd7
1,Bard the Bowman,,0b84e232-428c-424a-848c-ef95debc6e50,3,"White,Blue","White,Blue",{1}{W}{U},Creature,"Human,Archer",Legendary,ec076f5b-b0e3-4b6f-9293-a8fc42f20bd8
1,Barrels of Blasting Jelly,,4fd83083-3779-41f0-90a0-a00e3270e4e6,1,,,{1},Artifact,,,c6cd520c-106b-4ee5-bc02-6c5fbdbc78dd
1,Barrier Breach,,822f8403-77a7-4e75-88af-60d604632f5d,3,Green,Green,{2}{G},Instant,,,581425e6-3128-4f83-9efc-17028fc65078
1,Barrow-Blade,,f0eb7284-78a5-4b5e-8f6d-6be540e0bef8,1,,,{1},Artifact,Equipment,,867c5592-50d5-420c-ac71-50014bc390eb
1,Barter in Blood,,5195dfe0-9821-4df9-accb-d2858927a646,4,Black,Black,{2}{B}{B},Sorcery,,,9167998d-5cac-47d7-99f2-f38122f7b8e7
1,Bartolomé del Presidio,,690ccdc7-6c43-4902-9d11-2f07b7a36b11,2,"White,Black","White,Black",{W}{B},Creature,"Knight,Vampire",Legendary,f47e4c56-0a0b-422d-bf3d-7a20ee289f15
1,Basilica Bell-Haunt,,e72f4329-db6f-4284-b63e-55f22a0a0f6e,4,"White,Black","White,Black",{W}{W}{B}{B},Creature,Spirit,,796dc53d-5a0d-4d19-9fa4-f474a9d96041
1,Basilica Skullbomb,,8e2f0ae2-db68-4338-93f9-9d9268cec41e,1,,White,{1},Artifact,,,43057d84-b424-489c-abec-3fb4cb823d80
1,Basilica Stalker,,fdafea8f-283d-4f19-a74a-669bfbdfed98,6,Black,Black,{5}{B},Creature,"Vampire,Detective",,e335485a-80fc-40d4-8be6-7eabf2bab571
1,Basilisk Collar,,52a55efe-a870-4cd7-b22b-37c917065653,1,,,{1},Artifact,Equipment,,f5f4dd28-f4ae-4d39-b9b8-6ebfd63c93fe
1,Ba Sing Se,,bdf3b2be-d0cd-4a3c-a10e-82d32c12d3bd,0,,Green,,Land,,,de1ae205-ca5b-4d26-8194-ca85f1406e53
2,Basking Broodscale,,5feba5d6-99a6-4e9b-8a7d-90d955868fc3,2,,Green,{1}{G},Creature,"Lizard,Eldrazi",,a7c69802-99c4-4778-934e-cc09ba58c267
1,Bastion of Remembrance,,28aa32ff-3ced-405c-8508-7dd35cd20f02,3,Black,Black,{2}{B},Enchantment,,,c7f33cea-2ec8-4081-9208-a5b1d86721b3
1,Bastion of Remembrance,,2dd354dd-939e-4b1a-8ed6-fe89a7fd64bf,3,Black,Black,{2}{B},Enchantment,,,c7f33cea-2ec8-4081-9208-a5b1d86721b3
1,Bat Colony,,1c02134c-ec9f-4090-820e-8ba7ae4a8c2b,3,White,White,{2}{W},Enchantment,,,c2022f95-2c26-4a2a-b83b-60efa937cdde
1,Battering Ram,,ebf5ea1c-0ea7-4b84-b886-ebd346f4e154,2,,,{2},"Creature,Artifact",Construct,,e7b91fba-8d96-4040-95e8-f0023b65c497
1,Battlefield Forge,,f09bf0b7-45fa-4315-b393-f3ec0303c0c2,0,,"White,Red",,Land,,,6b75b94e-83b7-457e-ac41-7ca90b5a59aa
1,Battlefly Swarm,,3c6b4a2d-0bc0-4a54-9c78-712b48ad6be1,1,Black,Black,{B},Creature,"Insect,Phyrexian",,1396e7f1-ac91-4778-9f71-493c7a44bd51
1,Battle for Bretagard,,c83e860a-6dd5-4522-8b2b-b730934f59f7,3,"White,Green","White,Green",{1}{G}{W},Enchantment,Saga,,8294539d-7982-4ec9-8392-99eed78542f5
4,Battle Screech,,90301f8c-f7af-4179-8faf-9901931bba8d,4,White,White,{2}{W}{W},Sorcery,,,e73131cd-b454-405b-9539-9d777e232b9e
1,Battlewand Oak,,8a128ea6-cd00-4410-8dc4-cf66ce6f0fa1,3,Green,Green,{2}{G},Creature,"Warrior,Treefolk",,98d3d1f1-ac72-4b1e-87da-b4c1e4f03d08
1,Beacon Bolt,,39c9e4b5-364b-4c0b-bb47-266563a6abf2,3,"Red,Blue","Blue,Red",{1}{U}{R},Sorcery,,,884686dd-515c-4484-a324-e7d126903a42
1,Beamtown Beatstick,,2443cb94-b27e-4a96-93cb-ac7880149bcc,1,Red,Red,{R},Artifact,Equipment,,035e33ab-adfe-4831-bdbc-52f4ddc7ffe8
1,Beanstalk Giant // Fertile Footsteps,,dfd6b4bc-70da-4d93-bdf7-78ba176a764f,7,Green,Green,{6}{G} // {2}{G},Creature,Giant,,22c75ad5-237c-4dbd-bbc4-3058a3db408f
2,Beanstalk Wurm // Plant Beans,,19f20c0a-22be-4a9c-96ce-4047f7a2d424,5,Green,Green,{4}{G} // {1}{G},Creature,"Plant,Wurm",,a2192c80-c48f-44e2-807c-2f9ee1aa1152
1,Beast,,d2bfef17-6e00-4097-b27a-4e3c7e19ca03,0,Green,Green,,"Creature,Token",Beast,,695b14a0-920a-47bd-bd4a-7989862cdd0a
1,Beast Whisperer,,9da6f595-41b2-4e52-b15a-6ad18e4232c7,4,Green,Green,{2}{G}{G},Creature,"Elf,Druid",,5da7eea8-bb9e-47ce-a554-8a1ee058bd7a
1,Beast Within,,6dc4dfa3-527f-4401-bc76-32d81e9f6ef1,3,Green,Green,{2}{G},Instant,,,7735eeba-693b-47e2-bd51-414379cf1016
1,"Beatrix, Loyal General",,9da83b07-4978-4af7-be51-8aa8f35ec0bb,6,White,White,{4}{W}{W},Creature,"Human,Soldier",Legendary,2f24637d-8d8e-49de-b229-4cdb97595ed7
1,Beeble,,9bbfa4d4-106b-4fec-86ac-b81b71a8f432,0,Blue,Blue,,"Creature,Token",Beeble,,2de03d67-1b55-4abc-9a64-4f59658b9e97
1,Beetle-Headed Merchants,,c2eed79f-38c1-4aac-9525-d54cb114f17f,5,Black,Black,{4}{B},Creature,"Human,Citizen",,0e6609b4-f359-4bf1-a06e-f4317a0e7b3c
1,Befoul,,2dfff5d3-1433-4a24-83e6-6361a446b974,4,Black,Black,{2}{B}{B},Sorcery,,,c573c59a-5a79-4fe1-a6d8-5e0153b5c059
3,Befuddle,,1d2115c3-aa6d-4c81-af55-5b740287b8aa,3,Blue,Blue,{2}{U},Instant,,,664c1219-acfa-41da-b811-503a63fc8d84
2,Behind the Mask,,e522b043-fbd8-48a4-9f20-39e2a66a35ec,1,Blue,Blue,{U},Instant,,,85ac3efc-5e19-4661-b52f-116f57e39581
1,Behold the Multiverse,,27855a38-a682-4f97-ad22-ac625e86faec,4,Blue,Blue,{3}{U},Instant,,,d7d2f701-77df-4169-bf98-0d51d6886e9b
1,Bejeweled Warg,,e95eba5c-e0d6-46b4-a0be-8e373b2185ea,2,Green,Green,{1}{G},Creature,Wolf,,051ff7e0-dd00-4467-8796-a5d1c21934ed
1,Beledros Witherbloom,,144c2886-3d37-4a8a-8e37-99ccff66599e,7,"Green,Black","Black,Green",{5}{B}{G},Creature,"Elder,Dragon",Legendary,90194ff1-db61-463f-b5a3-15cd85311d0e
1,Belle of the Brawl,,2c3c992a-70b5-4d3c-9a96-93c3365691ac,3,Black,Black,{2}{B},Creature,"Human,Knight",,6bc4a078-4d30-452d-9e33-ff09f943903e
1,Belligerent Yearling,,0b2debca-8535-4cf6-a461-c268faaacaae,2,Red,Red,{1}{R},Creature,Dinosaur,,2d785e3e-8e19-4eea-b09f-9a30c792dba1
1,Bellowing Crier,,ca2215dd-6300-49cf-b9b2-3a840b786c31,2,Blue,Blue,{1}{U},Creature,"Advisor,Frog",,f2f3be8a-5ea1-47c2-8104-747f4589f5e6
1,Bender's Waterskin,,6d4a1712-d19e-4475-9614-a0b1af4da610,3,,,{3},Artifact,,,3bc46467-323f-4cbf-9d0a-f3d2ae3c3a34
1,Benevolent Blessing,,0d5c2401-da2c-46f9-b850-f37edcbb85cd,2,White,White,{1}{W},Enchantment,Aura,,9472c96a-2827-4af6-a6a1-b6749a5e9069
1,Benevolent Hydra,,064595cb-089e-4cf2-afe3-223235ce3f92,2,Green,Green,{X}{G}{G},Creature,Hydra,,01dbf1bc-ca62-4fb6-959c-ef7c0dc03bb0
2,"Beorn, Reluctant Host // Till and Tend",,804589b7-3ef9-473d-97cc-c61a2d41f70d,5,Green,Green,{4}{G} // {1}{G},Creature,"Human,Bear,Shapeshifter",Legendary,288da486-393c-4995-ad02-c5093a71970d
1,Besotted Knight // Betroth the Beast,,5980a930-c7f8-45e1-a18a-87734d9ed09e,4,White,White,{3}{W} // {W},Creature,"Human,Knight",,c7b6d2cd-9105-404b-88f0-a67037fb2120
1,Biblioplex Tomekeeper,,bf2efdd9-d2b4-4bea-a5b9-dbb2eee4dfba,4,,,{4},"Creature,Artifact",Construct,,08a0e845-9ef9-4de1-b9fe-4530357346ca
1,Bident of Thassa,,94751d5e-7693-44af-b1b5-e440677dc7a2,4,Blue,Blue,{2}{U}{U},"Artifact,Enchantment",,Legendary,e1afaef7-9fa3-4662-a95f-adfb0da9fd11
1,"Bifur, Melodic Rider",,ee88cc80-8fbf-451c-b2b8-09158426c26a,6,"White,Red","White,Red",{4}{R/W}{R/W},Creature,"Dwarf,Bard",Legendary,b8d563e4-e2bc-4e8b-8841-6655beff9138
1,Big Score,,39d1578f-e2cf-4b93-8204-ed5434feb183,4,Red,Red,{3}{R},Instant,,,a5cbd257-c836-493e-bb1a-76242619dea2
1,"Bilbo, Birthday Celebrant",,4cf6c13b-d898-4066-b006-9a7fa896d55a,3,"White,Green,Black","White,Black,Green",{W}{B}{G},Creature,"Rogue,Halfling",Legendary,5789520c-e4b2-44b2-b756-3f6b468dc55b
1,"Bilbo, Luckwearer // Burglar's Plot",,8bff0aa6-16d9-4c83-b598-ef00a3b33d2c,2,Blue,Blue,{1}{U} // {4}{U},Creature,"Rogue,Halfling",Legendary,a73d9109-36e0-40ea-ab06-5c5f7eb4ac54
1,"Bilbo, Luckwearer // Burglar's Plot",,b5fe776d-00c2-4d5d-9493-77dd754aa728,2,Blue,Blue,{1}{U} // {4}{U},Creature,"Rogue,Halfling",Legendary,a73d9109-36e0-40ea-ab06-5c5f7eb4ac54
2,Bilbo's Deadly Slice,,17892c93-b9b2-4720-933b-998ed0200492,3,Black,Black,{1}{B}{B},Instant,,,4c054431-3667-4e28-9d68-03b43447c35b
1,Bilbo's Ring,,91dbeac4-1c39-4a4f-84e7-1b71f7468c8f,3,,,{3},Artifact,Equipment,Legendary,a7cc0f6b-6b17-4e76-b2a6-6a6ee2519b61
1,Bioengineered Future,,800ee479-c1dc-4dd0-9b98-436c78997958,3,Green,Green,{1}{G}{G},Enchantment,,,6fa78914-85b3-46fd-977a-0e5b4d29eca4
1,Biogenic Ooze,,0e850205-d010-49af-b68b-262360751b70,5,Green,Green,{3}{G}{G},Creature,Ooze,,d2d84ba5-0d20-4ce3-8f1f-93cd9ef94f5f
1,Biomass Mutation,,9894bed2-c5dc-4569-9ed9-1d40df906f58,2,"Green,Blue","Blue,Green",{X}{G/U}{G/U},Instant,,,2dbe8aaa-2e34-4552-8da7-cf8ecbbaa7b6
1,Bird,,5988dc9e-724f-4645-8769-b94c5ef631b9,0,White,White,,"Creature,Token",Bird,,9b6825f6-5944-47f0-b2f1-04fbcb12a1cb
1,Bird Illusion,,16bc1cfe-c2b2-416f-9691-94106cfbf98c,0,Blue,Blue,,"Creature,Token","Bird,Illusion",,6c29dcc1-d7b6-4ef6-b663-0cc0e4be0529
2,Birthday Escape,,42db2313-b13d-4292-bef2-bf86f989d32f,1,Blue,Blue,{U},Sorcery,,,4f958678-2a32-4a30-8fe7-47df9ada6b2f
1,Bishop of the Bloodstained,,373131be-bd66-49f5-80fa-836ced03fedf,5,Black,Black,{3}{B}{B},Creature,"Vampire,Cleric",,e9398f3b-c457-4fff-9b09-377c612b6a48
2,Bite Down,,0eacd3de-b803-4322-8d88-d533761aa748,2,Green,Green,{1}{G},Instant,,,623903de-3c04-4745-9af3-d7ec9fb2574d
1,Bite Down on Crime,,29bbfe93-8225-444c-835b-33ffa006ef66,4,Green,Green,{3}{G},Sorcery,,,ff387264-31da-4f6b-88c6-2843f56acbda
1,Bitter Downfall,,e4b83aa1-33ce-4b8d-ae5a-72f64eef5f09,4,Black,Black,{3}{B},Instant,,,19c22e08-29b6-4b3d-bf6e-28a5add620bb
1,Bitter Reunion,,345a1c80-41d6-43b1-83ab-1aa56dd06b1b,2,Red,Red,{1}{R},Enchantment,,,173e86f4-17f3-44f5-8073-78e7e2e12c4a
1,Bitter Revelation,,25657da2-e7bc-4e9b-8ec2-5a5779738436,4,Black,Black,{3}{B},Sorcery,,,f3e025ce-6114-42d0-842f-73366c853657
1,Bitter Triumph,,db465858-0593-4850-8f1d-400fe230a18d,2,Black,Black,{1}{B},Instant,,,776341cb-d2ec-423f-9250-92dc8bd8d503
1,Blackblade Reforged,,240448cd-c308-49ae-9e4b-0c35adc59fba,2,,,{2},Artifact,Equipment,Legendary,dca51281-fb21-45b6-beb4-1f13397caee2
2,Black Dragon,,aaca283a-39f1-4ae7-98fb-7821a927ef86,7,Black,Black,{5}{B}{B},Creature,Dragon,,ad804712-18ba-49d7-9af2-4361edaa6cf8
3,Black Mage's Rod,,35e8f140-055f-4fc7-a765-fb030d828214,2,Black,Black,{1}{B},Artifact,Equipment,,909b3d90-5762-461b-b49a-004a9e72733d
1,Black Mage's Rod,,35e8f140-055f-4fc7-a765-fb030d828214,2,Black,Black,{1}{B},Artifact,Equipment,,909b3d90-5762-461b-b49a-004a9e72733d
1,Black Market,,275b4c56-e17e-49ec-8946-0e95a4bfa1ae,5,Black,Black,{3}{B}{B},Enchantment,,,21338b71-37f5-4121-9b84-565025ebcd17
1,Blacksmith's Skill,,31506792-d0ab-4c13-9ab8-6fa433220dbf,1,White,White,{W},Instant,,,5c5b308c-07d5-422a-8b45-b8b19cb967ca
1,Blacksmith's Talent,,4bb318fa-481d-40a7-978e-f01b49101ae0,1,Red,Red,{R},Enchantment,Class,,9fdad42a-9db5-4d91-9e80-9d5ce19038b8
1,Black Sun's Zenith,,eda98f51-a918-4ef7-a123-7d4200c79620,2,Black,Black,{X}{B}{B},Sorcery,,,038c0165-32b6-4e81-8180-604b49905207
1,Black Waltz No. 3,,fe86e41b-b0f6-4aa1-8827-c095c721f304,4,"Red,Black","Black,Red",{2}{B}{R},Creature,Wizard,Legendary,9c84c681-40c1-4ff3-86e6-48b4ab7491e5
1,Bladegraft Aspirant,,2d6cf933-73fe-4e79-8d0b-29dc0f18b25d,3,Red,Red,{2}{R},Creature,"Warrior,Phyrexian",,644c785d-3061-44bc-9f78-bc939c565bf4
1,Bladegriff Prototype,,0093bdcf-6626-40ab-9b87-8ab9e4a306a4,5,,,{5},"Creature,Artifact",Griffin,,9fff90b6-98ef-4f78-b08d-7e46dfc03403
1,Bladehold War-Whip,,563e9ba5-e0ec-4fb3-8301-689aa145cc19,3,"White,Red","White,Red",{1}{R}{W},Artifact,Equipment,,d3142c6b-86e9-42b7-916c-ce7c34e7bd53
1,Blade of the Bloodchief,,34e7bebf-1844-476c-a947-978393908fa2,1,,,{1},Artifact,Equipment,,8985e545-07c3-45f9-9058-fe3c1f50de04
1,Blanchwood Prowler,,9c6988b6-ade0-4cd5-b27c-146e5e7ae91f,2,Green,Green,{1}{G},Creature,Elemental,,8d1a367a-542e-4b94-b466-c922c5fb717b
1,Blasphemous Act,,509ce648-fb76-486d-8b39-183e368b7cb7,9,Red,Red,{8}{R},Sorcery,,,7a2484a9-04fd-41a0-8224-610c1c07ed10
1,Blatant Thievery,,99c6600d-d55b-43d3-81f0-3a1da0637e86,7,Blue,Blue,{4}{U}{U}{U},Sorcery,,,8bb51dd2-cc62-48ea-ae8e-52351073a8c9
1,Blazing Crescendo,,d6bfc16a-2871-40a4-b279-636b80491a06,2,Red,Red,{1}{R},Instant,,,6344c96a-efa5-4125-8219-d333228391cf
1,Bleeding Woods,,cb224874-aff5-461f-82ee-89b06663231a,0,,"Red,Green",,Land,,,47b6d2ae-d3d7-41eb-9172-2076eb8d028d
1,Blessed Hippogriff // Tyr's Blessing,,b4590e53-ca8d-4896-a8cf-6af1e4bc456f,4,White,White,{3}{W} // {W},Creature,Hippogriff,,3372b994-47de-4e89-9bfc-76e1cb3f1cfa
1,Blessed Respite,,2217881d-26dc-44c0-81d8-8c78c44bc5f0,2,Green,Green,{1}{G},Instant,,,8c888122-9d05-4641-931c-83f771ba9d09
